FIPStxt,State,Area_Name,POP_ESTIMATE_2023
54011,WV,Cabell County,"92,082"
54013,WV,Calhoun County,"5,959"
54015,WV,Clay County,"7,783"
54017,WV,Doddridge County,"7,680"
54019,WV,Fayette County,"39,072"
54021,WV,Gilmer County,"7,254"
54023,WV,Grant County,"10,921"
54025,WV,Greenbrier County,"32,149"
54027,WV,Hampshire County,"23,649"
54029,WV,Hancock County,"28,145"
54031,WV,Hardy County,"14,251"
54033,WV,Harrison County,"64,639"
54035,WV,Jackson County,"27,593"
54037,WV,Jefferson County,"59,787"
54039,WV,Kanawha County,"174,805"
54041,WV,Lewis County,"16,500"
54043,WV,Lincoln County,"19,701"
54045,WV,Logan County,"30,827"
54047,WV,McDowell County,"17,439"
54049,WV,Marion County,"55,807"
54051,WV,Marshall County,"29,405"
54053,WV,Mason County,"24,765"
54055,WV,Mercer County,"58,057"
54057,WV,Mineral County,"26,867"
54059,WV,Mingo County,"22,023"
54061,WV,Monongalia County,"107,718"
54063,WV,Monroe County,"12,382"
54065,WV,Morgan County,"17,649"
54067,WV,Nicholas County,"24,169"
54069,WV,Ohio County,"41,194"
54071,WV,Pendleton County,"6,029"
54073,WV,Pleasants County,"7,428"
54075,WV,Pocahontas County,"7,765"
54077,WV,Preston County,"34,099"
54079,WV,Putnam County,"56,962"
54081,WV,Raleigh County,"72,356"
54083,WV,Randolph County,"27,350"
54085,WV,Ritchie County,"8,167"
54087,WV,Roane County,"13,743"
54089,WV,Summers County,"11,581"
54091,WV,Taylor County,"16,388"
54093,WV,Tucker County,"6,604"
54095,WV,Tyler County,"7,919"
54097,WV,Upshur County,"23,529"
54099,WV,Wayne County,"37,686"
54101,WV,Webster County,"8,045"
54103,WV,Wetzel County,"13,890"
54105,WV,Wirt County,"5,000"
54107,WV,Wood County,"83,052"
54109,WV,Wyoming County,"20,277"
55000,WI,Wisconsin,"5,910,955"
55001,WI,Adams County,"21,449"
55003,WI,Ashland County,"16,079"
55005,WI,Barron County,"46,833"
55007,WI,Bayfield County,"16,769"
55009,WI,Brown County,"271,417"
55011,WI,Buffalo County,"13,419"
55013,WI,Burnett County,"17,092"
55015,WI,Calumet County,"53,199"
55017,WI,Chippewa County,"66,970"
55019,WI,Clark County,"34,774"
55021,WI,Columbia County,"58,091"
55023,WI,Crawford County,"15,944"
55025,WI,Dane County,"575,347"
55027,WI,Dodge County,"88,231"
55029,WI,Door County,"30,562"
55031,WI,Douglas County,"44,264"
55033,WI,Dunn County,"45,794"
55035,WI,Eau Claire County,"107,903"
55037,WI,Florence County,"4,682"
55039,WI,Fond du Lac County,"103,948"
55041,WI,Forest County,"9,325"
55043,WI,Grant County,"51,409"
55045,WI,Green County,"36,951"
55047,WI,Green Lake County,"19,344"
55049,WI,Iowa County,"23,956"
55051,WI,Iron County,"6,228"
55053,WI,Jackson County,"20,855"
55055,WI,Jefferson County,"85,743"
55057,WI,Juneau County,"26,594"
55059,WI,Kenosha County,"167,488"
55061,WI,Kewaunee County,"20,690"
55063,WI,La Crosse County,"120,486"
55065,WI,Lafayette County,"16,945"
55067,WI,Langlade County,"19,404"
55069,WI,Lincoln County,"28,405"
55071,WI,Manitowoc County,"81,331"
55073,WI,Marathon County,"138,612"
55075,WI,Marinette County,"42,106"
55077,WI,Marquette County,"15,838"
55078,WI,Menominee County,"4,226"
55079,WI,Milwaukee County,"916,205"
55081,WI,Monroe County,"46,151"
55083,WI,Oconto County,"39,775"
55085,WI,Oneida County,"38,226"
55087,WI,Outagamie County,"193,234"
55089,WI,Ozaukee County,"93,460"
55091,WI,Pepin County,"7,441"
55093,WI,Pierce County,"43,026"
55095,WI,Polk County,"45,762"
55097,WI,Portage County,"71,024"
55099,WI,Price County,"14,102"
55101,WI,Racine County,"196,613"
55103,WI,Richland County,"17,197"
55105,WI,Rock County,"164,278"
55107,WI,Rusk County,"14,143"
55109,WI,St. Croix County,"96,763"
55111,WI,Sauk County,"65,920"
55113,WI,Sawyer County,"18,552"
55115,WI,Shawano County,"41,109"
55117,WI,Sheboygan County,"117,752"
55119,WI,Taylor County,"20,058"
55121,WI,Trempealeau County,"30,899"
55123,WI,Vernon County,"31,170"
55125,WI,Vilas County,"23,885"
55127,WI,Walworth County,"105,822"
55129,WI,Washburn County,"16,930"
55131,WI,Washington County,"138,168"
55133,WI,Waukesha County,"412,591"
55135,WI,Waupaca County,"51,388"
55137,WI,Waushara County,"24,934"
55139,WI,Winnebago County,"171,735"
55141,WI,Wood County,"73,939"
56000,WY,Wyoming,"584,057"
56001,WY,Albany County,"38,257"
56003,WY,Big Horn County,"12,018"
56005,WY,Campbell County,"47,498"
56007,WY,Carbon County,"14,334"
56009,WY,Converse County,"13,809"
56011,WY,Crook County,"7,592"
56013,WY,Fremont County,"39,815"
56015,WY,Goshen County,"12,642"
56017,WY,Hot Springs County,"4,661"
56019,WY,Johnson County,"8,759"
56021,WY,Laramie County,"100,984"
56023,WY,Lincoln County,"20,880"
56025,WY,Natrona County,"79,941"
56027,WY,Niobrara County,"2,354"
56029,WY,Park County,"30,735"
56031,WY,Platte County,"8,546"
56033,WY,Sheridan County,"32,519"
56035,WY,Sublette County,"8,969"
56037,WY,Sweetwater County,"41,249"
56039,WY,Teton County,"23,232"
56041,WY,Uinta County,"20,745"
56043,WY,Washakie County,"7,710"
56045,WY,Weston County,"6,808"
72000,PR,Puerto Rico,"3,205,691"
72001,PR,Adjuntas Municipio,"17,900"
72003,PR,Aguada Municipio,"37,528"
72005,PR,Aguadilla Municipio,"53,622"
72007,PR,Aguas Buenas Municipio,"23,274"
72009,PR,Aibonito Municipio,"24,602"
72011,PR,A�asco Municipio,"24,815"
72013,PR,Arecibo Municipio,"85,641"
72015,PR,Arroyo Municipio,"15,078"
72017,PR,Barceloneta Municipio,"22,376"
72019,PR,Barranquitas Municipio,"29,020"
72021,PR,Bayam�n Municipio,"180,835"
72023,PR,Cabo Rojo Municipio,"46,665"
72025,PR,Caguas Municipio,"124,608"
72027,PR,Camuy Municipio,"32,625"
72029,PR,Can�vanas Municipio,"41,513"
72031,PR,Carolina Municipio,"150,843"
72033,PR,Cata�o Municipio,"22,108"
72035,PR,Cayey Municipio,"40,525"
72037,PR,Ceiba Municipio,"10,843"
72039,PR,Ciales Municipio,"16,691"
72041,PR,Cidra Municipio,"39,418"
72043,PR,Coamo Municipio,"33,662"
72045,PR,Comer�o Municipio,"18,601"
72047,PR,Corozal Municipio,"34,348"
72049,PR,Culebra Municipio,"1,761"
72051,PR,Dorado Municipio,"35,702"
72053,PR,Fajardo Municipio,"31,166"
72054,PR,Florida Municipio,"11,525"
72055,PR,Gu�nica Municipio,"12,415"
72057,PR,Guayama Municipio,"34,765"
72059,PR,Guayanilla Municipio,"16,813"
72061,PR,Guaynabo Municipio,"89,039"
72063,PR,Gurabo Municipio,"39,971"
72065,PR,Hatillo Municipio,"37,950"
72067,PR,Hormigueros Municipio,"15,336"
72069,PR,Humacao Municipio,"49,712"
72071,PR,Isabela Municipio,"42,794"
72073,PR,Jayuya Municipio,"14,435"
72075,PR,Juana D�az Municipio,"45,919"
72077,PR,Juncos Municipio,"36,684"
72079,PR,Lajas Municipio,"22,872"
72081,PR,Lares Municipio,"27,729"
72083,PR,Las Mar�as Municipio,"8,672"
72085,PR,Las Piedras Municipio,"34,750"
72087,PR,Lo�za Municipio,"22,302"
72089,PR,Luquillo Municipio,"17,386"
72091,PR,Manat� Municipio,"38,655"
72093,PR,Maricao Municipio,"4,523"
72095,PR,Maunabo Municipio,"10,266"
72097,PR,Mayag�ez Municipio,"69,798"
72099,PR,Moca Municipio,"37,325"
72101,PR,Morovis Municipio,"28,197"
72103,PR,Naguabo Municipio,"22,838"
72105,PR,Naranjito Municipio,"29,282"
72107,PR,Orocovis Municipio,"21,204"
72109,PR,Patillas Municipio,"15,347"
72111,PR,Pe�uelas Municipio,"19,563"
72113,PR,Ponce Municipio,"130,251"
72115,PR,Quebradillas Municipio,"23,254"
72117,PR,Rinc�n Municipio,"15,425"
72119,PR,R�o Grande Municipio,"45,568"
72121,PR,Sabana Grande Municipio,"22,210"
72123,PR,Salinas Municipio,"24,718"
72125,PR,San Germ�n Municipio,"30,996"
72127,PR,San Juan Municipio,"333,005"
72129,PR,San Lorenzo Municipio,"37,264"
72131,PR,San Sebasti�n Municipio,"38,926"
72133,PR,Santa Isabel Municipio,"19,693"
72135,PR,Toa Alta Municipio,"65,957"
72137,PR,Toa Baja Municipio,"71,888"
72139,PR,Trujillo Alto Municipio,"66,705"
72141,PR,Utuado Municipio,"27,242"
72143,PR,Vega Alta Municipio,"34,638"
72145,PR,Vega Baja Municipio,"53,527"
72147,PR,Vieques Municipio,"7,999"
72149,PR,Villalba Municipio,"21,285"
72151,PR,Yabucoa Municipio,"28,897"
72153,PR,Yauco Municipio,"32,406"
,,,
